17,240
158,344
161,116
366,169
526,158
524,205
563,196
606,248
678,279
715,338
762,493
794,580
633,601
578,399
487,299
472,101
412,43
791,73
913,106
1174,92
1162,39
1177,74
1287,87
1309,158
1283,33
1445,80
1491,274
1557,366
1631,405
1733,490
1760,339
1737,291
1779,192
1728,44
1707,173
1880,150
1864,133
1971,210
2035,285
2012,101
2133,125
2138,42
2230,113
2229,233
2234,373
2471,380
2576,364
2649,441
2802,468
2891,557
2867,602
2884,666
2904,651
2917,691
3061,740
3161,833
3235,923
3179,990
3312,965
3336,844
3419,867
3524,887
3535,889
3426,1011
3384,997
3371,707
3408,639
3452,498
3461,423
3544,409
3593,295
3602,129
3633,104
4109,36
4175,27
4165,73
4217,178
4047,215
4054,364
4064,399
3888,408
3844,382
4084,475
4192,517
4204,558
4313,617
4323,730
4488,703
4549,841
4723,856
4751,826
4867,862
4874,823
4710,736
4794,616
4903,634
4946,272
4956,222
4829,41
4635,2
4465,18
4461,129
4488,145
4500,156
4554,276
4549,321
4535,435
4520,426
4444,393
4532,497
4720,479
4774,714
4638,768
4601,1014
4594,1189
4494,1093
4354,999
4186,1105
4034,862
4111,875
4083,798
4092,702
3923,706
3896,752
3699,786
3696,696
3561,697
3792,604
3841,485
3716,394
3676,488
3629,443
3454,321
3439,351
3372,407
3142,372
3085,459
3018,321
3008,126
3174,9
2919,114
2860,34
2792,40
2736,267
2560,265
2558,257
2625,681
2571,838
2698,855
2808,920
2887,919
2872,993
2875,1090
2802,1094
2733,1112
3049,996
3199,1123
3202,1138
3156,1134
3119,1134
3108,1192
3024,1250
2908,1252
2882,1307
2845,1316
2998,1391
3116,1372
3257,1368
3156,1574
3144,1591
3150,1703
3311,1710
3344,1847
3373,1833
3415,1841
3473,1909
3420,1957
3421,1853
3456,1777
3432,1517
3570,1796
3618,1802
3776,1764
3740,1726
3727,1618
3915,1674
3936,1874
3990,1847
4241,1852
4198,1784
4227,1762
4234,1938
4442,1908
4454,1813
4602,1781
4736,1811
4825,1745
4872,1912
4868,1948
4827,2078
4979,2180
4957,2253
4895,2375
4605,2445
4647,2349
4702,2197
4934,1938
4908,1660
4830,1723
4781,1645
4808,1597
4848,1445
4666,1417
4704,1341
4357,1549
4373,1532
4363,1275
4340,1294
4257,1350
4225,1359
4130,1386
4075,1402
3966,1462
3987,1357
3920,1138
3848,1065
3802,1015
3727,1039
3728,1122
3732,1307
3683,1381
3503,1268
3783,1312
4101,1457
4094,1567
4038,1614
3971,1634
4007,2027
4077,2235
4054,2288
4040,2345
3989,2434
3870,2476
3846,2472
3787,2305
3828,2399
3662,2477
3507,2503
3509,2356
3563,2359
3453,2245
3461,2221
3269,2242
3225,2089
3604,2107
3737,2036
3707,2003
3855,2133
3902,2190
4243,2202
4319,2135
4479,2197
4494,2313
4434,2332
4420,2370
4425,2416
4466,2429
4614,2581
4700,2532
4782,2530
4816,2567
4856,2745
4851,2761
4801,2829
4874,2868
4987,2906
4993,3009
4898,2997
4799,2947
4771,2922
4771,3121
4780,2818
4771,2808
4728,2841
4603,2803
4443,2796
4556,3028
4502,2973
4489,2895
4451,2707
4356,2729
4292,2660
4219,2562
4413,2545
4406,2447
4346,2432
4297,2405
4246,2422
4171,2600
4147,2544
4105,2622
4099,2841
4195,2883
4104,3045
4005,3134
3816,3126
3640,3142
4006,3219
3986,3210
4206,3208
4275,3222
4266,3182
4341,3286
4415,3256
4454,3323
4485,3315
4433,3415
4690,3361
4695,3349
4853,3357
4841,3378
4951,3394
4778,3510
4858,3600
4925,3652
4844,3797
4985,3886
4781,3913
4746,3935
4769,4102
4905,4083
4915,4074
4986,4257
4950,4449
4975,4566
4910,4574
4856,4659
4832,4642
4849,4677
4880,4761
4955,4738
4793,4978
4606,4906
4642,4850
4615,4851
4559,4903
4535,4876
4430,4811
4485,4750
4441,4674
4413,4649
4379,4689
4175,4675
4166,4564
4173,4344
4210,4280
4214,4246
4228,4034
4041,4198
4001,4318
4255,4550
4453,4515
4431,4451
4459,4380
4602,4309
4683,4392
4599,4248
4722,4181
4790,4160
4792,4155
4746,3879
4630,3974
4554,3828
4547,3708
4641,3670
4408,3722
4388,3887
4453,3543
4293,3433
4224,3545
4191,3773
4081,3917
3820,3917
3657,3907
3845,4080
3741,4072
3696,4071
3872,4103
3851,4235
3821,4212
3662,4236
3971,4291
4011,4411
3767,4417
3658,4347
3653,4546
3833,4568
3795,4743
3805,4767
4001,4759
3978,4988
3734,4997
3661,4907
3370,4954
3325,4996
3141,4991
3135,4878
3157,4746
3133,4672
3225,4641
3087,4623
3022,4615
3029,4532
2879,4469
2868,4461
2857,4416
3083,4384
3111,4316
3309,4342
3171,4290
3008,4212
3007,4153
2764,4104
2701,4324
2535,4396
2447,4416
2433,4420
2480,4456
2593,4515
2592,4518
2701,4598
2748,4640
2814,4743
2764,4821
2828,4960
2772,4965
2736,4832
2638,4803
2611,4825
2550,4857
2412,4828
2421,4919
2399,4998
2352,4962
2032,4875
2132,4930
2202,4768
2155,4707
2301,4855
2405,4674
2412,4649
2445,4626
2832,4751
3032,4753
3306,4794
3411,4686
3525,4458
3673,4308
3601,4214
3570,4203
3378,4149
3410,3894
3522,3752
3528,3690
3630,3581
3758,3737
3822,3673
3921,3660
3977,3569
3967,3661
3889,3604
3761,3510
3751,3344
3602,3442
3580,3453
3561,3239
3473,3324
3396,3203
3536,3080
3513,3011
3447,3043
3423,2761
3517,2740
3604,2828
3613,2845
3651,2843
3682,2683
3563,2693
3520,2728
3480,2690
3572,2581
3278,2582
3222,2610
3245,2902
3184,2895
3163,2889
3018,2805
2919,2952
3019,2714
2969,2500
3015,2442
2918,2486
2871,2565
2892,2436
2932,2365
2825,2298
2847,2188
2913,1907
2962,1940
2967,2147
2844,2136
2806,2181
2634,2227
2653,2522
2653,2363
2570,2048
2617,1926
2668,1793
2694,1818
2574,1771
2532,1715
2588,1679
2284,1665
2222,1704
2242,1760
2188,1766
2215,1908
2233,1939
2237,1977
1966,2089
1975,2083
2126,2102
2343,2131
2286,2278
2421,2280
2325,2484
2344,2819
2145,2775
2142,2698
2139,2650
1946,2671
1952,2713
2108,2918
2108,2989
2231,2977
2162,3174
2331,3167
2433,3156
2438,3101
2490,3013
2580,2892
2418,3092
2589,3159
2593,3337
2596,3363
2536,3303
2654,3324
2815,3399
2890,3538
3064,3278
3138,3512
3265,3458
3314,3595
3123,3707
3142,3667
3127,3561
2800,3698
2658,3738
2430,3558
2370,3686
2359,3748
2382,3779
2281,3850
2232,3902
2328,3938
2241,3999
2161,3960
2224,4051
2194,4072
2296,4151
2284,4179
2207,4270
2311,4194
2405,4187
2447,4195
2411,4027
2479,4075
2425,4383
2297,4447
2270,4476
2150,4484
2006,4481
2121,4433
2040,4342
1910,4348
1792,4399
1873,4287
1879,4233
1890,4129
1766,4251
1639,4166
1807,4146
1875,4090
1894,3894
1988,3845
2013,3804
2066,3801
1997,3772
1928,3656
1763,3722
1775,3739
1699,3772
2084,3605
2066,3497
2089,3480
2202,3438
2282,3490
2212,3276
2014,3273
1887,3281
1808,3319
1785,3355
1838,3412
1697,3423
1759,3380
1876,3212
1897,3176
1955,3155
1925,3201
1844,3117
1792,3116
1855,3048
1835,2934
1699,2920
1769,2815
1646,2706
1644,2550
1538,2586
1507,2658
1463,2592
1374,2538
1349,2723
1362,2799
1280,2867
1310,2910
1255,2974
1125,2765
1114,2794
1102,2894
1004,2878
1043,2976
1172,2965
1262,3075
1562,3023
1570,3084
1564,3201
1504,3191
1509,3216
1412,3253
1448,3360
1379,3444
1354,3475
1421,3517
1230,3523
1365,3279
1411,3140
1322,3088
1178,3149
1132,3130
946,3222
937,3220
813,3316
862,3464
826,3560
858,3690
890,3598
701,3519
1043,3426
1171,3367
1239,3613
1270,3661
1320,3669
1354,3721
1136,3756
1181,3664
1267,3724
1280,3823
1313,3879
1339,3917
1506,3998
1525,3908
1386,3940
1239,4057
1265,4090
1299,4127
1171,4093
1203,4152
1062,4036
929,4063
878,4028
888,3935
811,3978
912,4198
870,4204
757,4212
723,4269
816,4276
856,4341
914,4412
929,4587
943,4683
990,4665
1028,4847
1005,4872
988,4931
1203,4992
1180,4740
1134,4544
1391,4329
1385,4598
1537,4511
1561,4516
1773,4720
1805,4768
1744,4999
1710,4981
1552,4995
1454,4937
1417,4905
1385,4866
1462,4767
1405,4707
1328,4564
1136,4500
1166,4410
973,4360
787,4418
485,4504
411,4533
442,4630
588,4630
620,4561
696,4652
821,4708
752,4956
641,4904
485,4961
442,4871
390,4922
162,4960
52,4990
22,4809
517,4798
489,4709
349,4713
320,4603
292,4412
312,4280
263,4436
171,4467
86,4311
174,4271
186,4233
444,4230
493,4057
558,4024
356,3952
247,3937
354,3837
343,3842
456,3708
549,3705
537,3710
443,3473
523,3367
555,3202
402,3325
